Feature,CPF,Disting,Distinct,Feat_Length,BR_Label,WB_Label,Feat_Source,Toddler_Access,SD_Toddler_Access_Ratings,N_Toddler_Access_Ratings
used_for_certifying,1,D,1,19,function,function,MCSM,1.51,1.1,37
used_for_chewing,2,D,0.5,16,function,function,LLAMA,5.71,1.53,35
used_for_chewing_by_dogs,1,D,1,24,function,function,MCSM,2.87,1.63,39
used_for_chopping,2,D,0.5,17,function,function,MCSM,4,1.58,38
used_for_chopping_food,1,D,1,22,function,function,MCSM,3.56,1.94,39
used_for_chopping_wood,1,D,1,22,function,function,MCSM,3.95,1.97,40
used_for_cider,1,D,1,14,function,function,MCSM,2.69,1.93,42
used_for_cigarettes,1,D,1,19,function,function,MCSM,2.97,1.79,38
used_for_classical_music,3,ND,0.333,24,function,function,MCSM,2.82,1.7,34
used_for_cleaning,15,ND,0.067,17,function,function,MCSM,4.7,1.58,37
used_for_cleaning_carpets,1,D,1,25,function,function,LLAMA,3.32,1.95,38
used_for_cleaning_dishes,1,D,1,24,function,function,MCSM,5.06,1.6,33
used_for_cleaning_mouths,1,D,1,24,function,function,LLAMA,4.97,1.92,38
used_for_cleaning_teeth,1,D,1,23,function,function,LLAMA,6.03,1.21,37
used_for_climbing,2,D,0.5,17,function,function,MCSM,4.75,1.71,40
used_for_closing_doors,1,D,1,22,function,function,MCSM,4.63,2.17,35
used_for_clothing_(skin),1,D,1,24,function,function,LLAMA,1.97,1.44,39
used_for_coats,1,D,1,14,function,function,MCSM,2.8,2.15,35
used_for_coffee,2,D,0.5,15,function,function,MCSM,3.26,1.86,39
used_for_collecting,4,ND,0.25,19,function,function,MCSM,2.57,1.77,77
used_for_colouring,2,D,0.5,18,function,function,MCSM,6.16,1.37,38
used_for_colouring_books,2,D,0.5,24,function,function,MCSM,6,1.54,73
used_for_combing,1,D,1,16,function,function,MCSM,5.31,1.32,39
used_for_communication,2,D,0.5,22,function,function,MCSM,4.3,1.76,40
used_for_connecting_land,1,D,1,24,function,function,MCSM,3.27,1.74,37
used_for_construction,10,ND,0.1,21,function,function,MCSM,3.08,1.64,39
used_for_containing_babies/children,2,D,0.5,35,function,function,LLAMA,4.91,1.65,33
used_for_controlling_the_cursor,1,D,1,31,function,function,MCSM,3,1.82,38
used_for_cooking,16,ND,0.062,16,function,function,MCSM,4.32,1.78,37
used_for_cooking_bread,1,D,1,22,function,function,MCSM,4.41,1.62,37
used_for_cooking_fast,1,D,1,21,function,function,MCSM,3.83,1.74,40
used_for_cooling,3,ND,0.333,16,function,function,MCSM,4.38,1.73,39
used_for_cooling_drinks,1,D,1,23,function,function,LLAMA,4.22,1.69,36
used_for_cooling_food,1,D,1,21,function,function,MCSM,4.38,1.85,40
used_for_covering,4,ND,0.25,17,function,function,MCSM,4.14,2.06,37
used_for_covering_body,1,D,1,22,function,function,MCSM,3.97,1.51,34
used_for_covering_floors,2,D,0.5,24,function,function,MCSM,4.53,1.72,40
used_for_covering_windows,2,D,0.5,25,function,function,MCSM,4.46,2.06,37
used_for_cows,1,D,1,13,function,function,MCSM,5.49,1.39,39
used_for_crafts,1,D,1,15,function,function,LLAMA,3.74,1.62,42
used_for_crimes,2,D,0.5,15,function,function,MCSM,2.79,1.71,38
used_for_criminals,1,D,1,18,function,function,MCSM,3.02,1.72,41
used_for_crossing,1,D,1,17,function,function,MCSM,4.12,1.94,40
used_for_cruising,2,D,0.5,17,function,function,MCSM,2.55,1.83,38
used_for_currency,1,D,1,17,function,function,MCSM,3.37,2.21,38
used_for_cutting,9,ND,0.111,16,function,function,MCSM,4.72,1.65,40
used_for_cutting_grass,1,D,1,22,function,function,LLAMA,4.42,1.63,73
used_for_cutting_paper,1,D,1,22,function,function,MCSM,5.14,1.76,36
used_for_decoration,2,D,0.5,19,function,function,MCSM,3.46,1.77,35
used_for_delivering_babies,2,D,0.5,26,function,function,MCSM,1.95,1.45,37
used_for_delivering_power,1,D,1,25,function,function,MCSM,2.81,2,37
used_for_dentistry,2,D,0.5,18,function,function,MCSM,3.39,1.82,38
used_for_destruction,1,D,1,20,function,function,MCSM,3.16,1.81,38
used_for_digging,3,ND,0.333,16,function,function,MCSM,5.19,1.58,37
used_for_digging_holes,1,D,1,22,function,function,MCSM,5.1,1.43,41
used_for_dispensing_water,1,D,1,25,function,function,MCSM,4.89,1.82,37
used_for_dividing_rooms,1,D,1,23,function,function,MCSM,3.82,1.78,39
used_for_diving_boards,1,D,1,22,function,function,MCSM,2.86,1.73,37
used_for_docking_boats,1,D,1,22,function,function,MCSM,2.54,1.56,35
used_for_draining,1,D,1,17,function,function,MCSM,2.58,1.73,38
used_for_draining_liquids,1,D,1,25,function,function,MCSM,3.66,1.94,35
used_for_drawing,6,ND,0.167,16,function,function,MCSM,6.03,1.11,39
used_for_drawing_blood,1,D,1,22,function,function,MCSM,2,1.45,41
used_for_drawing_on_with_chalk,1,D,1,30,function,function,LLAMA,4.99,1.72,76
used_for_drawing_pictures,1,D,1,25,function,function,MCSM,6.08,1.3,36
used_for_drawing_straight_lines,1,D,1,31,function,function,MCSM,4.16,1.71,37
used_for_drinking,4,ND,0.25,17,function,function,MCSM,6.38,0.96,39
used_for_drinks,3,ND,0.333,15,function,function,MCSM,3.57,1.48,37
used_for_driving_on,2,D,0.5,19,function,function,LLAMA,4.87,1.86,38
used_for_drying,1,D,1,15,function,function,LLAMA,5.44,1.52,36
used_for_drying_dishes,1,D,1,22,function,function,LLAMA,4.97,1.68,38
used_for_eating,11,ND,0.091,15,function,function,MCSM,5.74,1.59,38
used_for_eating_cereal,1,D,1,22,function,function,MCSM,5.59,1.38,37
used_for_eating_dessert,1,D,1,23,encyclopaedic,time,MCSM,5.5,1.46,36
used_for_eating_on,1,D,1,18,function,function,MCSM,5.49,1.52,39
used_for_eating_soup,2,D,0.5,20,function,function,MCSM,5.11,1.76,37
used_for_electricity,1,D,1,20,function,function,MCSM,4.09,2.05,35
used_for_emergencies,2,D,0.5,20,function,function,MCSM,4.71,1.87,41
used_for_enclosing,1,D,1,18,function,function,MCSM,3.51,1.89,41
used_for_enlarging_pictures,1,D,1,27,function,function,MCSM,1.68,1.21,38
used_for_ensuring_freshness,1,D,1,27,function,function,MCSM,2.31,1.59,35
used_for_entering,2,D,0.5,17,function,function,MCSM,4.88,2.1,33
used_for_entertainment,4,ND,0.25,22,function,function,LLAMA,4.03,1.85,38
used_for_events,1,D,1,15,encyclopaedic,time,MCSM,2.63,1.56,41
used_for_exercising,3,ND,0.333,19,function,function,MCSM,3.16,1.61,37
used_for_exiting,1,D,1,16,function,function,MCSM,4.1,1.98,71
used_for_expelling_water,1,D,1,24,function,function,MCSM,3.36,2.04,36
used_for_farming,2,D,0.5,16,function,function,MCSM,4.67,2.07,40
used_for_fastening,4,ND,0.25,18,function,function,MCSM,3.05,1.81,37
used_for_feeding,1,D,1,16,function,function,LLAMA,4.78,1.83,40
used_for_feeding_cats,1,D,1,21,function,function,MCSM,3.68,1.54,41
used_for_fevers,1,D,1,15,function,function,MCSM,4.51,1.96,35
used_for_finding_gold,1,D,1,21,function,function,MCSM,2.08,1.34,37
used_for_fishing,8,ND,0.125,16,function,function,MCSM,4.36,1.61,36
used_for_flavouring,4,ND,0.25,19,function,function,MCSM,2.97,1.95,37
used_for_flipping,1,D,1,17,function,function,MCSM,4,1.84,40
used_for_food,7,ND,0.143,13,function,function,MCSM,4.98,1.73,42
used_for_freezing,1,D,1,17,function,function,MCSM,4.38,1.76,74
used_for_freezing_food,1,D,1,22,function,function,MCSM,4.41,1.74,39
used_for_freight,1,D,1,16,function,function,MCSM,2.26,1.4,34
used_for_fruit,1,D,1,14,function,function,MCSM,3.16,2.06,37
used_for_frying,2,D,0.5,15,function,function,MCSM,3.94,1.86,34
used_for_fur,1,D,1,12,function,function,MCSM,1.91,1.03,34
used_for_games,3,ND,0.333,14,function,function,MCSM,4.97,1.95,36
used_for_gardening,3,ND,0.333,18,function,function,MCSM,3.39,1.58,33
used_for_garnish,1,D,1,16,function,function,MCSM,2.02,1.46,40
used_for_getting_cold_water,1,D,1,27,function,function,MCSM,4.54,1.93,35
used_for_getting_hot_water,1,D,1,26,function,function,MCSM,4.03,2.17,34
used_for_gifts,2,D,0.5,14,function,function,MCSM,3.19,1.82,37
used_for_good_eyesight,1,D,1,22,function,function,MCSM,2.32,1.75,37
used_for_grating_cheese,1,D,1,23,function,function,MCSM,3.23,1.58,40
used_for_gripping,2,D,0.5,17,function,function,MCSM,3.24,1.85,33
used_for_grooming,1,D,1,17,function,function,MCSM,4.21,2.06,38
used_for_hair,1,D,1,13,function,function,MCSM,5.26,1.8,39
used_for_hangings,1,D,1,17,function,function,MCSM,3.42,1.83,38
used_for_hearing,1,D,1,16,function,function,LLAMA,5.24,1.62,37
used_for_hearing_sounds,1,D,1,23,function,function,LLAMA,6,1.43,38
used_for_heating,1,D,1,16,function,function,MCSM,4.21,1.6,38
used_for_heating_food,1,D,1,21,function,function,MCSM,5.15,1.61,39
used_for_heating_water,1,D,1,22,function,function,MCSM,3.48,1.46,33
used_for_hitting,1,D,1,16,function,function,MCSM,4.71,1.45,38
used_for_hitting_balls,1,D,1,22,function,function,MCSM,4.96,1.68,74
used_for_holding,8,ND,0.125,16,function,function,MCSM,3.02,1.7,43
used_for_holding_animals,1,D,1,24,function,function,MCSM,4.18,1.87,38
used_for_holding_beer,1,D,1,21,function,function,MCSM,1.97,1.32,37
used_for_holding_boats_still,1,D,1,28,function,function,MCSM,3.47,1.78,36
used_for_holding_books,1,D,1,22,function,function,MCSM,5.03,1.61,39
used_for_holding_cameras,1,D,1,24,function,function,MCSM,2.49,1.56,37
used_for_holding_food,3,ND,0.333,21,function,function,MCSM,4.55,1.95,38
used_for_holding_garbage,2,D,0.5,24,function,function,MCSM,4.6,2.02,70
used_for_holding_jam,1,D,1,20,function,function,MCSM,4.17,1.84,36
used_for_holding_liquids,4,ND,0.25,24,function,function,MCSM,5.41,1.62,37
used_for_holding_paper,1,D,1,22,function,function,MCSM,2.8,1.71,35
used_for_holding_pictures,1,D,1,25,function,function,MCSM,4.58,2.09,38
used_for_holding_potatoes,1,D,1,25,function,function,MCSM,3.67,1.72,39
used_for_holding_soda,1,D,1,21,function,function,LLAMA,3.97,1.75,38
used_for_holding_soup,1,D,1,21,function,function,LLAMA,4.05,1.89,38
used_for_holding_things,16,ND,0.062,23,function,function,MCSM,5.32,1.38,38
used_for_holding_things_together,6,ND,0.167,32,function,function,MCSM,4.13,1.66,38
used_for_holding_vegetables,1,D,1,27,function,function,LLAMA,3.32,1.79,38
used_for_holding_water,7,ND,0.143,22,function,function,MCSM,5.17,1.38,35
used_for_holding_wine,1,D,1,21,function,function,MCSM,2.53,1.54,36
used_for_hot_chocolate,1,D,1,22,function,function,MCSM,4.9,1.63,40
used_for_hot_drinks,1,D,1,19,function,function,MCSM,3.97,1.74,37
used_for_housing_people,1,D,1,23,function,function,MCSM,3.8,1.75,35
used_for_human_waste,1,D,1,20,function,function,LLAMA,3.58,2.25,38
used_for_hunting,8,ND,0.125,16,function,function,MCSM,3.08,1.67,38
used_for_hunting_small_game,1,D,1,27,function,function,MCSM,2.32,1.38,37
used_for_ice,1,D,1,12,function,function,LLAMA,3.53,1.69,38
used_for_inflicting_pain,1,D,1,24,function,function,MCSM,2.81,1.9,37
used_for_injuries,1,D,1,17,function,function,MCSM,4.42,2.04,38
used_for_injuring,2,D,0.5,17,function,function,MCSM,2.87,1.92,38
used_for_insulation,1,D,1,19,function,function,MCSM,2.08,1.51,39
used_for_Italian_cooking,1,D,1,24,function,function,MCSM,2.32,1.44,38
used_for_Jack_O'Lanterns,1,D,1,24,function,function,MCSM,4.19,1.85,36
used_for_juice,9,ND,0.111,14,function,function,MCSM,4.82,1.86,38
used_for_jumping,1,D,1,16,function,function,MCSM,5,1.65,34
used_for_junk,1,D,1,13,function,function,MCSM,3.5,1.7,38
used_for_keeping_dry,2,D,0.5,20,function,function,MCSM,5,1.76,37
used_for_keeping_fish,1,D,1,21,function,function,MCSM,4.38,1.82,39
used_for_keeping_food_fresh,2,D,0.5,27,function,function,MCSM,3.11,2.08,37
used_for_keeping_out_intruders,1,D,1,30,function,function,MCSM,3.19,1.95,36
used_for_keeping_out_light,2,D,0.5,26,function,function,MCSM,4,1.76,37
used_for_keeping_out_light/sun,2,D,0.5,30,function,function,MCSM,4.21,1.83,38
used_for_keeping_out_sun,2,D,0.5,24,function,function,MCSM,4.2,1.6,40
used_for_keeping_things_in,1,D,1,26,function,function,MCSM,4.41,1.76,37
used_for_keeping_things_out,2,D,0.5,27,function,function,MCSM,4.89,1.74,38
used_for_keeping_time,1,D,1,21,function,function,MCSM,4.12,1.86,40
used_for_killing,19,ND,0.053,16,function,function,MCSM,3.28,2.02,36
used_for_killing_whales,1,D,1,23,function,function,MCSM,2,1.48,35
used_for_kissing,2,D,0.5,16,function,function,LLAMA,4.61,1.78,38
used_for_launching_objects,1,D,1,26,function,function,MCSM,2,1.26,36
used_for_laundry,1,D,1,16,function,function,MCSM,3.05,1.55,40
used_for_learning,2,D,0.5,17,function,function,MCSM,3.86,1.56,42
used_for_leisure,1,D,1,16,function,function,MCSM,2.74,1.63,39
used_for_lemonade,1,D,1,17,function,function,MCSM,4.65,1.89,40
used_for_letting_air_in,1,D,1,23,function,function,LLAMA,3.69,1.76,42
used_for_letting_light_in,1,D,1,25,function,function,LLAMA,4.61,1.85,38
used_for_licking,1,D,1,16,function,function,LLAMA,5.36,1.85,36
used_for_lifting,2,D,0.5,16,function,function,MCSM,2.97,1.66,36
used_for_light,1,D,1,14,function,function,MCSM,4.33,1.7,40
used_for_liquids,3,ND,0.333,16,function,function,MCSM,4.83,1.42,35
used_for_listening,3,ND,0.333,18,function,function,MCSM,4.84,1.72,37
used_for_listening_to_music,2,D,0.5,27,function,function,MCSM,4.59,1.67,37
used_for_listening_to_news,1,D,1,26,function,function,MCSM,2.47,1.74,38
used_for_listening_to_talk_shows,1,D,1,32,function,function,MCSM,3.03,2.08,36
used_for_living_in,7,ND,0.143,18,function,function,MCSM,4.64,1.82,42
used_for_locking/unlocking_cars,1,D,1,31,function,function,MCSM,4.37,1.99,35
used_for_locking/unlocking_doors,3,ND,0.333,32,function,function,MCSM,4.53,1.71,40
used_for_locking_things,1,D,1,23,function,function,LLAMA,4.05,1.73,37
used_for_locks,2,D,0.5,14,function,function,MCSM,4.11,1.84,38
used_for_looking,1,D,1,16,function,function,MCSM,3.51,1.79,35
used_for_loosening,2,D,0.5,18,function,function,MCSM,2.92,1.54,40
used_for_loosening_bolts,1,D,1,24,function,function,MCSM,3.49,1.98,35
used_for_loosening_screws,1,D,1,25,function,function,MCSM,3.89,1.79,35
used_for_lying_down,1,D,1,19,function,function,MCSM,4.81,1.65,37
used_for_magic,1,D,1,14,function,function,MCSM,4.58,1.75,40
used_for_magnifying,1,D,1,19,function,function,MCSM,3.21,1.61,39
used_for_making_bracelets,1,D,1,25,function,function,LLAMA,3.34,1.56,41
used_for_making_cakes,1,D,1,21,function,function,MCSM,4.34,1.94,35
used_for_making_coffee,1,D,1,22,function,function,MCSM,2.89,1.62,38
used_for_making_drinks,1,D,1,22,function,function,MCSM,3.63,1.85,38
used_for_making_furniture,3,ND,0.333,25,function,function,MCSM,2.46,1.72,35
used_for_making_guacamole,1,D,1,25,function,function,MCSM,2.5,1.42,34
used_for_making_holes,1,D,1,21,function,function,MCSM,3.16,2.03,38
used_for_making_ice_cubes,2,D,0.5,25,function,function,MCSM,3.86,1.46,35
used_for_making_jams,1,D,1,20,function,function,MCSM,2.79,1.89,76
used_for_making_jelly,1,D,1,21,function,function,LLAMA,3,1.76,37
used_for_making_light,2,D,0.5,21,function,function,MCSM,4.89,2.11,37
used_for_making_milkshakes,1,D,1,26,function,function,MCSM,3.93,1.65,41
used_for_making_money,1,D,1,21,function,function,LLAMA,3.51,1.95,41
used_for_making_paper,1,D,1,21,function,function,MCSM,2.44,1.8,39
used_for_making_pies,1,D,1,20,function,function,MCSM,3.81,1.95,36
used_for_making_shapes,1,D,1,22,function,function,LLAMA,5.42,1.69,40
used_for_making_snowballs,1,D,1,25,function,function,LLAMA,5.1,1.79,40
used_for_making_snowmen,1,D,1,23,function,function,LLAMA,5.57,1.6,35
used_for_making_straight_lines,1,D,1,30,function,function,MCSM,2.68,1.86,38
used_for_making_tea,1,D,1,19,function,function,MCSM,3.64,1.81,39
used_for_making_things,2,D,0.5,22,function,function,MCSM,4.64,1.69,39
used_for_making_windows,1,D,1,23,function,function,LLAMA,3,1.89,37
used_for_math,1,D,1,13,function,function,MCSM,2.65,1.83,40
used_for_measuring,4,ND,0.25,18,function,function,MCSM,3.03,1.63,39
used_for_measuring_evenness,1,D,1,27,function,function,MCSM,1.97,1.22,35
used_for_measuring_temperatures,1,D,1,31,function,function,MCSM,3.61,1.83,74
used_for_measuring_weather,1,D,1,26,function,function,MCSM,3.1,1.65,39
used_for_message_boards,1,D,1,23,function,function,MCSM,1.93,1.21,41
used_for_metal,1,D,1,14,function,function,MCSM,2.65,1.74,74
used_for_mixing,3,ND,0.333,15,function,function,MCSM,3.43,1.83,37
used_for_mixing_liquids,1,D,1,23,function,function,MCSM,2.89,1.78,37
used_for_mobility,1,D,1,17,function,function,MCSM,4.06,1.75,35
used_for_moving_snow,1,D,1,20,function,function,MCSM,4.16,1.78,38
used_for_moving_things,5,ND,0.2,22,function,function,MCSM,4.05,1.91,37
used_for_music,6,ND,0.167,14,function,function,MCSM,4.39,2.1,38
used_for_off_roading,1,D,1,20,function,function,MCSM,2.7,1.8,40
used_for_offices,1,D,1,16,function,function,MCSM,2.97,1.56,35
used_for_oil,1,D,1,12,function,function,MCSM,2.38,1.74,39
used_for_opening_bottles,1,D,1,24,function,function,MCSM,2.72,1.91,36
used_for_opening_doors,1,D,1,22,function,function,MCSM,5.41,1.48,39
used_for_opening_houses,1,D,1,23,function,function,LLAMA,5.05,1.92,39
used_for_opening_things,3,ND,0.333,23,function,function,MCSM,3.65,1.73,40
used_for_opening_wine_bottles,1,D,1,29,function,function,MCSM,2.36,1.74,39
used_for_ordering_food,1,D,1,22,function,function,MCSM,3.63,1.85,35
used_for_organizing,2,D,0.5,19,function,function,MCSM,3.03,1.81,38
used_for_painting,3,ND,0.333,17,function,function,MCSM,4.16,1.92,38
used_for_passengers,9,ND,0.111,19,function,participant,MCSM,4.31,1.79,39
used_for_pasta,1,D,1,14,function,function,MCSM,3.62,1.6,40
used_for_performing_tricks,1,D,1,26,function,function,MCSM,3.5,1.54,36
used_for_personal_space,1,D,1,23,function,function,MCSM,3,2.05,38
used_for_picking_up_food,1,D,1,24,function,function,MCSM,4.1,1.81,41
used_for_picking_up_items,1,D,1,25,function,function,MCSM,3.33,1.56,40
used_for_picnics,1,D,1,16,function,function,MCSM,3.87,1.82,67
used_for_pies,1,D,1,13,function,function,MCSM,2.58,1.87,40
used_for_pillow_fights,1,D,1,22,function,function,MCSM,5.07,1.64,68
used_for_playing,18,ND,0.056,16,function,function,MCSM,5.96,1.43,75
used_for_playing_AM,1,D,1,19,function,function,MCSM,1.92,1.58,38
used_for_playing_basketball,1,D,1,27,function,function,LLAMA,3.33,1.71,70
used_for_playing_cassettes,1,D,1,26,function,function,MCSM,2.35,1.73,40
used_for_playing_CD's,1,D,1,21,function,function,MCSM,4.22,1.82,41
used_for_playing_different_stations,1,D,1,35,function,function,MCSM,3.3,1.61,37
used_for_playing_FM,1,D,1,19,function,function,MCSM,2.44,1.75,36
used_for_playing_jazz,1,D,1,21,function,function,MCSM,1.64,1.2,36
used_for_playing_records,1,D,1,24,function,function,MCSM,2.71,1.94,38
used_for_playing_with_dogs,2,D,0.5,26,function,function,MCSM,4.83,1.46,36
used_for_pleasure,1,D,1,17,function,function,LLAMA,1.47,1.29,38
used_for_ploughing,3,ND,0.333,18,function,function,MCSM,2,1.33,37
used_for_plumbing,2,D,0.5,17,function,function,MCSM,2.33,1.42,40
used_for_pointing,1,D,1,17,function,action,LLAMA,5.57,1.27,69
used_for_poking,1,D,1,15,function,function,MCSM,4.72,1.86,39
used_for_pooping,1,D,1,16,function,function,LLAMA,5.79,1.49,38
used_for_posting,1,D,1,16,function,function,MCSM,2.41,1.64,37
used_for_pounding,1,D,1,17,function,function,MCSM,4.61,1.63,36
used_for_pounding_nails,1,D,1,23,function,function,MCSM,4.65,1.72,40
used_for_praying,4,ND,0.25,16,function,function,MCSM,3.64,1.88,36
used_for_predicting_weather,1,D,1,27,function,function,MCSM,2.18,1.57,33
used_for_preparing_food,1,D,1,23,function,function,LLAMA,4.97,2.17,37
used_for_preserves,1,D,1,18,function,function,MCSM,2.42,1.84,36
used_for_preserving_food,2,D,0.5,24,function,function,MCSM,1.73,1.54,40
used_for_preventing_biting,1,D,1,26,function,function,MCSM,2.53,1.54,34
used_for_preventing_messes,1,D,1,26,function,function,LLAMA,4.3,1.79,37
used_for_preventing_noise,2,D,0.5,25,function,function,MCSM,2.51,1.87,37
used_for_prevention,1,D,1,19,function,function,MCSM,1.61,1.24,38
used_for_printing_news,1,D,1,22,function,function,LLAMA,2.5,1.44,36
used_for_privacy,3,ND,0.333,16,function,function,MCSM,3.23,1.72,40
used_for_producing_cheese,1,D,1,25,function,function,MCSM,2.53,1.4,36
used_for_producing_milk,2,D,0.5,23,function,function,MCSM,4.42,1.87,38
used_for_producing_rhythm,1,D,1,25,function,function,MCSM,3.88,1.97,34
used_for_projecting,1,D,1,19,function,function,MCSM,2.14,1.44,36
used_for_protecting_things,1,D,1,26,function,function,MCSM,2.76,1.67,70
used_for_protection,11,ND,0.091,19,function,function,MCSM,3,2.1,36
used_for_providing_boundaries,1,D,1,29,function,function,MCSM,3.33,1.84,39
used_for_prying_things_open,1,D,1,27,function,function,MCSM,2.42,1.85,38
used_for_public_transportation,1,D,1,30,function,function,MCSM,3.11,1.83,35
used_for_pulling,4,ND,0.25,16,function,function,MCSM,3.71,1.89,38
used_for_pulling_nails,1,D,1,22,function,function,MCSM,3.42,2.13,38
used_for_punishment,1,D,1,19,function,function,MCSM,3.58,1.84,40
used_for_putting_food_on,1,D,1,24,function,function,MCSM,5.59,1.65,34
used_for_putting_out_fires,2,D,0.5,26,function,function,LLAMA,4.42,2,38
used_for_putting_things_on,1,D,1,26,function,function,MCSM,4.42,1.9,38
used_for_racing,3,ND,0.333,15,function,function,MCSM,3.97,1.8,36
used_for_racquet_ball,1,D,1,21,function,function,MCSM,2.51,1.85,35
used_for_raising,1,D,1,16,function,function,LLAMA,3.14,1.65,37
used_for_raisins,2,D,0.5,16,function,function,MCSM,3.33,1.9,36
used_for_reading,2,D,0.5,16,function,function,MCSM,5.53,1.68,36
used_for_recognition,2,D,0.5,20,function,function,MCSM,2.19,1.6,36
used_for_recreation,1,D,1,19,function,function,MCSM,3.08,2.03,37
used_for_regulating,1,D,1,19,function,function,MCSM,1.97,1.52,36
used_for_regulating_water,1,D,1,25,function,function,MCSM,3.45,2.1,40
used_for_relaxing,7,ND,0.143,17,function,function,MCSM,3.16,1.91,38
used_for_removing,1,D,1,17,function,function,MCSM,2.68,1.75,37
used_for_removing_corks,1,D,1,23,function,function,MCSM,2.11,1.77,38
used_for_removing_dirt,2,D,0.5,22,function,function,MCSM,4.49,1.83,76
used_for_removing_dust,1,D,1,22,function,function,MCSM,3.5,1.75,36
used_for_removing_leaves,1,D,1,24,encyclopaedic,associated_entity,MCSM,3.73,1.74,33
used_for_removing_snow,1,D,1,22,function,function,MCSM,3.82,1.78,39
used_for_repairs,1,D,1,16,function,function,MCSM,3.68,1.71,38
used_for_repelling,1,D,1,18,function,function,MCSM,1.81,1.44,69
used_for_repelling_dracula,1,D,1,26,function,function,MCSM,2.24,1.55,41
used_for_repelling_vampires,1,D,1,27,function,function,MCSM,2.14,1.5,36
used_for_reproduction,1,D,1,21,function,function,LLAMA,1.42,1.06,38
used_for_rescuing,2,D,0.5,17,function,function,MCSM,4.5,1.92,36
used_for_residences,1,D,1,19,function,function,MCSM,3.27,1.92,37
used_for_resting,1,D,1,16,function,function,MCSM,4.36,1.71,72
used_for_resting_head,2,D,0.5,21,function,function,MCSM,5.62,1.41,39
used_for_restraining,1,D,1,20,function,function,MCSM,2.49,1.49,41
used_for_riding,1,D,1,15,function,function,MCSM,3.92,1.46,39
used_for_riding_bicycles_on,2,D,0.5,27,function,function,LLAMA,4,1.67,36
used_for_riding_on_sidewalks,1,D,1,28,function,function,MCSM,4.71,1.8,38
used_for_riding_rapids,1,D,1,22,function,function,MCSM,2.7,1.65,40
used_for_rocking,1,D,1,16,function,function,MCSM,4.49,1.77,70
used_for_rocks,1,D,1,14,function,function,MCSM,2.36,1.86,39
used_for_romancing,1,D,1,18,function,function,MCSM,1.58,1.27,36
used_for_rugged_terrain,1,D,1,23,function,function,MCSM,1.7,1.2,37
used_for_running,1,D,1,16,function,function,LLAMA,5.47,1.39,38
used_for_safety,1,D,1,15,function,function,LLAMA,3.08,2.07,37
used_for_sailing,2,D,0.5,16,function,function,MCSM,3.05,1.75,39
used_for_scalping,1,D,1,17,function,function,MCSM,2,1.54,38
used_for_science,1,D,1,16,function,function,MCSM,2.87,1.94,39
used_for_scooping,1,D,1,17,function,function,MCSM,4.62,1.73,68
used_for_sculpting,1,D,1,18,function,function,MCSM,2.55,1.74,40
used_for_sealing,2,D,0.5,16,function,function,MCSM,3.25,1.84,40
used_for_sealing_bottles,1,D,1,24,function,function,MCSM,2.32,1.7,34
used_for_sealing_wine_bottles,1,D,1,29,function,function,MCSM,2,1.5,34
used_for_seating_many_people,1,D,1,28,function,function,MCSM,4.24,1.87,38
used_for_securing,3,ND,0.333,17,function,function,MCSM,2.45,1.42,33
used_for_seeing,3,ND,0.333,15,function,function,LLAMA,5.11,1.74,73
used_for_seeing_things_close-up,1,D,1,31,function,function,MCSM,3.14,2.39,35
used_for_selecting_meals,1,D,1,24,function,function,MCSM,3.83,2.16,40
used_for_sending_letters,1,D,1,24,function,function,MCSM,4.1,1.94,39
used_for_separating,2,D,0.5,19,function,function,MCSM,2.59,1.56,41
used_for_sermons,1,D,1,16,function,function,MCSM,2.26,1.55,39
used_for_serving_food,2,D,0.5,21,function,function,MCSM,4.14,1.78,37
used_for_sewing,2,D,0.5,15,function,function,MCSM,3.2,1.71,35
used_for_sex,4,ND,0.25,12,function,function,MCSM,1.5,1.23,36
used_for_shade,1,D,1,14,function,function,LLAMA,4.79,1.44,38
used_for_shaving,1,D,1,16,function,function,MCSM,3.46,1.86,39
used_for_shelter,4,ND,0.25,16,function,function,MCSM,3.64,2.1,39
used_for_shooting,4,ND,0.25,17,function,function,MCSM,4.51,1.99,35
used_for_shopping,1,D,1,17,function,function,MCSM,4.83,1.86,36
used_for_showers,3,ND,0.333,16,function,function,MCSM,4.51,1.8,37
used_for_showing_films,2,D,0.5,22,function,function,MCSM,3.26,2.06,34
used_for_showing_reflections,1,D,1,28,function,function,MCSM,4.95,1.76,41
used_for_shredding_things,1,D,1,25,function,function,MCSM,2.4,1.48,40
used_for_sitting,1,D,1,16,function,function,LLAMA,3.78,2.19,36
used_for_skating_on,1,D,1,19,function,function,LLAMA,3.73,1.88,40
used_for_skiing,1,D,1,15,function,function,LLAMA,2.83,1.71,40
used_for_sleeping,9,ND,0.111,17,function,function,MCSM,5.7,1.56,37
used_for_sleeping_in,5,ND,0.2,20,function,function,MCSM,5.45,1.78,38
used_for_slicing,1,D,1,16,function,function,MCSM,3.09,1.44,34
used_for_sliding_down_hills,2,D,0.5,27,function,function,MCSM,4.78,1.51,37
used_for_smoking_drugs,1,D,1,22,function,function,MCSM,2.05,1.68,38
used_for_smoking_tobacco,1,D,1,24,function,function,MCSM,2.25,1.42,36
used_for_smoothing,1,D,1,18,function,function,MCSM,2.7,1.68,40
